emp_no,first_name,last_name,title,from_date,to_date
455243,Khoa,Bahk,Technique Leader,1991-06-10,1992-06-09
255779,Heejo,Merle,Staff,1997-09-04,1998-09-04
266881,Mokhtar,Sabnani,Assistant Engineer,1990-08-28,1991-08-28
403455,Marko,Velardi,Assistant Engineer,1992-11-22,1993-11-22
211879,Gao,Ranze,Assistant Engineer,1994-11-24,1995-11-24
455296,Mang,Sundgren,Senior Engineer,1995-11-27,1996-11-26
44054,Alenka,Ritcey,Engineer,1997-02-09,1998-02-09
430558,Xiong,Roisin,Engineer,1988-03-01,1989-03-01
472950,Weidon,Fordan,Senior Staff,1986-03-27,1987-03-27
447232,Aleksander,Schaaf,Senior Engineer,1995-05-26,1996-05-25
205362,Masasuke,Makinen,Senior Engineer,1992-07-02,1993-07-02
242314,Miyeon,Burnard,Engineer,1985-02-07,1985-12-13
254821,Tonny,Couchot,Assistant Engineer,1994-12-12,1995-12-12
97623,Haldon,Janetzko,Technique Leader,1990-09-11,1991-09-11
282862,Chenxi,Pusterhofer,Senior Engineer,1996-06-02,1997-06-02
87129,Keung,Neiman,Technique Leader,1997-04-13,1998-04-13
254787,Mohan,Chepyzhov,Senior Engineer,1995-04-06,1996-04-04
212810,Qingxiang,Swan,Senior Staff,1990-10-04,1991-10-04
103166,Waiman,Dalton,Senior Engineer,1990-05-25,1991-05-25
30938,Yakkov,Samarati,Engineer,1995-05-23,1996-05-22
21909,Mohammed,Brizzi,Technique Leader,1991-12-28,1992-12-27
233426,Etsuo,Usery,Senior Engineer,1995-03-02,1996-03-01
435181,Kazuhide,Fiutem,Assistant Engineer,1992-05-10,1993-05-10
473490,Pantung,Reeker,Technique Leader,1992-05-11,1993-05-11
22027,Sangeeta,Georg,Senior Staff,1992-07-31,1993-07-31
47515,Naraig,Jenevein,Assistant Engineer,1987-01-18,1988-01-18
24553,Anwar,Passafiume,Technique Leader,1987-01-30,1988-01-30
435774,Olivera,Bharadwaj,Technique Leader,1992-04-01,1993-04-01
432034,Arfst,Uehara,Engineer,1993-11-15,1994-11-15
89487,Kazuhira,Seiwald,Senior Staff,1995-03-25,1996-03-24
453070,Aran,Rosenbaum,Senior Engineer,1991-04-25,1992-04-24
273159,Divine,Hofmeyr,Senior Engineer,1989-04-14,1990-04-14
30484,Sailaja,Chvatal,Assistant Engineer,1999-05-18,2000-05-17
108198,Randi,Samarati,Assistant Engineer,1992-10-20,1993-10-20
287808,Vidar,Ozeki,Senior Engineer,1996-06-17,1997-06-17
17447,Zengping,Boreale,Senior Engineer,1998-12-16,1999-12-16
229248,Harjit,Terekhov,Senior Staff,1995-10-19,1996-10-18
435181,Kazuhide,Fiutem,Senior Engineer,1992-05-10,1993-05-10
466367,Hiroyasu,Strandh,Senior Staff,1989-06-05,1990-06-05
447599,Heeju,Kemmerer,Staff,1991-12-26,1992-12-25
210752,Saniya,Stenning,Senior Engineer,1986-12-10,1987-12-10
453790,Fai,Keirsey,Assistant Engineer,1994-10-12,1995-10-12
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,1999-01-03
59640,Zita,Hiltgen,Engineer,1999-01-26,2000-01-26
78171,Teiji,Hinsberger,Technique Leader,1997-01-25,1998-01-25
443339,Shir,Krone,Staff,1996-10-02,1997-10-02
93040,Jaques,Kabayashi,Technique Leader,1992-03-13,1993-03-13
38593,Huei,Orsini,Technique Leader,1986-06-04,1987-06-04
39036,Changho,Cappelli,Senior Staff,1996-05-04,1997-05-04
485817,Mahmut,Bolotov,Staff,1995-01-10,1996-01-10
208784,Pranjal,Juneja,Senior Engineer,1985-03-21,1986-03-21
438723,Charlene,Verspoor,Engineer,1992-03-16,1993-03-16
421384,Renny,Bednarek,Senior Engineer,1987-06-01,1988-05-31
223595,Chiranjit,Dredge,Assistant Engineer,1999-09-05,2000-09-04
47262,Gonzalo,Binkley,Engineer,1985-08-16,1986-08-16
458191,George,Atchley,Technique Leader,1997-07-02,1998-07-02
419388,Nikolaos,Bamford,Staff,1986-02-25,1987-02-25
106710,Babette,Anandan,Staff,1986-11-22,1987-11-22
81162,Marco,Klerer,Technique Leader,1993-11-01,1994-11-01
91172,Kazuhisa,Melter,Assistant Engineer,1987-07-16,1988-07-15
443841,Shaw,Kading,Senior Engineer,1992-07-16,1993-07-16
14907,Nakhoon,Luga,Assistant Engineer,1986-12-18,1987-12-18
34077,Angel,Sichman,Engineer,1988-11-16,1989-11-16
92920,Huei,Hutter,Assistant Engineer,1993-01-28,1994-01-28
12408,Rasiah,Sudkamp,Assistant Engineer,1995-04-18,1996-04-17
210529,Adam,Besancenot,Senior Engineer,1990-09-27,1991-09-27
201229,Alejandra,Khasidashvili,Senior Engineer,1994-07-30,1995-07-30
29782,Jouko,Hellwagner,Staff,1994-12-21,1995-12-21
472052,Godehard,Chinal,Technique Leader,1995-12-09,1996-12-08
238252,Uno,Suppi,Senior Engineer,1996-12-27,1997-12-27
408953,Jolita,Claffy,Staff,1993-12-24,1994-12-24
86655,Zhenhua,Lorys,Senior Engineer,1995-08-21,1996-08-20
402718,Jeanna,Rettelbach,Assistant Engineer,1990-02-14,1991-02-14
73516,Qingxiang,Badache,Technique Leader,1989-06-25,1990-06-25
297431,Cathie,Ratnakar,Senior Engineer,1996-06-23,1997-06-23
81105,Jaewon,Boissier,Staff,1992-05-24,1993-05-24
450936,Yuriy,Ponthieu,Technique Leader,1991-12-11,1992-12-10
45590,Masoud,Genin,Assistant Engineer,1991-02-16,1992-02-16
210610,Arco,Crouzet,Senior Engineer,1994-09-03,1995-09-03
251645,Bezalel,Tsunoo,Staff,1992-06-17,1993-06-17
41114,Petter,Thummel,Technique Leader,1995-12-24,1996-12-23
429249,Alassane,Wolniewicz,Engineer,1986-10-06,1987-10-06
80889,Shigeo,Linnainmaa,Technique Leader,1985-07-30,1986-07-30
274813,Yefim,Pettey,Assistant Engineer,1993-08-07,1994-08-07
294461,Siddarth,Rosiles,Senior Staff,1985-11-18,1986-11-18
94442,Bilhanan,Marrakchi,Staff,1998-02-03,1999-02-03
415363,Conal,Shackell,Assistant Engineer,1986-01-25,1987-01-25
468773,Baziley,Brookner,Assistant Engineer,1993-09-22,1994-09-22
59640,Zita,Hiltgen,Assistant Engineer,1999-01-26,2000-01-26
240285,Kolar,Greenaway,Staff,1998-11-14,1999-11-14
221699,Szabolcs,Georgatos,Technique Leader,1999-08-16,2000-02-06
407522,Tommaso,Raczkowsky,Technique Leader,1996-08-29,1997-08-29
209945,Roded,Veevers,Assistant Engineer,1990-10-23,1991-10-23
11015,Jeanna,Riesenhuber,Engineer,1998-03-14,1999-03-14
413666,Remco,Duclos,Senior Engineer,1988-04-18,1989-04-18
53597,Jiafu,Marchegay,Senior Staff,1985-03-02,1986-03-02
45590,Masoud,Genin,Senior Staff,1991-02-16,1992-02-16
262154,Wonhee,Vrecion,Senior Staff,1986-03-14,1987-03-14
21843,Karsten,Azadmanesh,Senior Engineer,1985-11-29,1986-11-29
289807,Soenke,Lemarechal,Senior Engineer,1994-09-04,1995-09-04
243637,Marjo,Delgrange,Engineer,1990-06-24,1991-06-24
434845,Takushi,Skogmar,Senior Engineer,1985-06-07,1986-06-07
251403,Utpal,DuBourdieux,Engineer,1997-11-19,1998-11-19
407522,Tommaso,Raczkowsky,Assistant Engineer,1996-08-29,1997-08-29
252592,Sachem,McDermid,Senior Engineer,1987-04-30,1987-12-02
59869,Zsolt,Riefers,Senior Staff,1987-09-25,1988-09-24
490240,Kazunori,Orlowska,Engineer,1996-06-18,1997-06-18
108091,Hisao,Ghemri,Senior Engineer,1985-11-14,1986-11-14
262208,Mrinalini,Holburn,Technique Leader,1987-04-20,1988-04-19
68648,Jaques,DiGiano,Assistant Engineer,1992-04-01,1993-04-01
418309,Danel,Petereit,Staff,1985-02-21,1986-02-21
35087,Leif,Ashish,Senior Staff,1994-10-14,1995-10-14
68648,Jaques,DiGiano,Staff,1992-04-01,1993-04-01
253029,Thodoros,Thimonier,Staff,1995-04-05,1996-04-03
207980,Remko,Vieth,Senior Engineer,1990-11-22,1991-11-22
288028,Kauko,Narwekar,Staff,1985-12-16,1986-12-16
39301,Rimon,Kawashima,Engineer,1992-02-06,1993-02-05
484142,Perry,Cooman,Staff,1987-04-23,1988-04-22
442700,Siddarth,Masada,Staff,1997-08-11,1998-08-11
457653,Yakichi,Naumovich,Staff,1988-06-12,1988-07-03
52770,Shugo,Yurek,Technique Leader,1992-08-28,1993-08-28
491079,Kwangsub,Keirsey,Senior Staff,1992-02-04,1993-02-03
286026,Utpal,Zaumen,Technique Leader,1991-02-25,1992-02-25
18810,Taiji,Jarecki,Engineer,1991-06-27,1992-06-26
69878,Chinya,Cooke,Staff,1997-01-29,1998-01-29
443108,Christfried,Atrawala,Assistant Engineer,1990-07-13,1991-07-13
409798,Dekang,Tsunoo,Senior Staff,1995-01-19,1996-01-19
105432,Mohamadou,Stafford,Senior Staff,1995-09-12,1996-09-11
262928,Piyush,Gill,Assistant Engineer,1990-08-31,1991-08-31
202031,Annemarie,Peternell,Engineer,1994-03-13,1995-03-13
10933,Juyoung,Seghrouchni,Senior Engineer,1993-08-02,1994-08-02
297243,Tesuya,Mansanne,Senior Engineer,1993-10-08,1994-10-08
455364,Ranga,Plesums,Staff,1990-01-28,1991-01-28
499260,Danae,Honglei,Senior Staff,1998-09-14,1999-09-14
273286,Brigham,Asmuth,Assistant Engineer,1989-01-23,1990-01-23
14104,Sudhanshu,Demian,Technique Leader,1994-07-23,1995-07-23
476327,Reinhold,Binkley,Engineer,1995-05-29,1996-05-28
13957,Angus,Chelton,Staff,1986-04-18,1987-02-02
51057,Theirry,Albarhamtoshy,Engineer,1991-09-27,1992-09-26
224934,George,Miake,Assistant Engineer,1988-01-02,1989-01-01
46834,Tooru,Daescu,Engineer,1998-03-20,1999-03-20
433059,Bojan,Montresor,Assistant Engineer,1995-02-04,1996-02-04
491632,Gadiel,Perly,Senior Staff,1986-10-20,1987-10-20
69219,Shuky,Redmiles,Technique Leader,1994-07-06,1995-07-06
296621,Bokyung,Plump,Engineer,1986-07-05,1987-07-05
296610,Pranav,Berztiss,Senior Staff,1990-10-06,1991-10-06
92443,Girolamo,Bellmore,Technique Leader,1996-12-04,1997-12-04
55121,Toshiko,Alblas,Senior Staff,1995-07-20,1996-07-19
258028,Mountaz,Reinhart,Technique Leader,2000-01-21,2001-01-20
458790,Ramya,Azadmanesh,Assistant Engineer,1988-11-19,1989-11-19
40765,Michaela,Ramsak,Assistant Engineer,1992-12-21,1993-12-21
457411,Xudong,Peck,Engineer,1988-04-18,1989-04-18
417128,Valeska,Rosenbaum,Technique Leader,1994-05-18,1995-05-18
293329,Fumiya,Griswold,Senior Staff,1986-06-12,1987-06-12
227476,Macha,Schnabel,Technique Leader,1988-05-11,1989-05-11
473940,Avishai,Majewski,Senior Staff,1998-01-10,1999-01-10
288606,Susumu,Swiss,Staff,1991-11-15,1992-11-14
276184,Mari,Swick,Senior Staff,1991-04-08,1992-04-07
250411,Ranga,Sommen,Engineer,1989-01-20,1990-01-20
80745,Rimli,Huttel,Assistant Engineer,1989-12-14,1990-12-14
453723,Arne,Kohling,Senior Engineer,1985-12-13,1986-12-13
217551,Panayotis,Lukaszewicz,Engineer,1989-06-06,1990-06-06
263186,Danny,Lowrie,Assistant Engineer,1995-09-13,1996-09-12
266862,Mart,Plumb,Assistant Engineer,1986-04-21,1987-04-21
96571,Kokou,Garrabrants,Assistant Engineer,1997-11-05,1998-11-05
98306,Ziya,Kadhim,Technique Leader,1995-11-02,1996-11-01
489465,Bogdan,Pepe,Staff,1995-02-15,1996-02-15
44962,Sariel,Wynblatt,Engineer,1996-05-18,1997-05-18
478799,Shaw,Borovoy,Staff,1991-05-11,1992-05-10
202414,Zvonko,Murthy,Senior Staff,1992-01-07,1993-01-06
435181,Kazuhide,Fiutem,Staff,1992-05-10,1993-05-10
416420,Adamantios,Heemskerk,Senior Engineer,1986-08-08,1987-08-08
225867,Ramalingam,Remmele,Staff,1999-09-03,2000-09-02
201915,Sudharsan,DeMori,Technique Leader,1992-03-30,1993-03-30
288028,Kauko,Narwekar,Engineer,1985-12-16,1986-12-16
292210,Masaru,Huhdanpaa,Staff,1996-11-23,1997-11-23
51868,Remmert,Munke,Senior Engineer,1991-09-22,1992-09-21
418239,Josyula,Motley,Engineer,1992-09-05,1993-09-05
410616,Gudjon,Kalorkoti,Assistant Engineer,1994-04-14,1995-04-14
221126,Tesuya,dAstous,Staff,1988-11-29,1989-11-29
228248,Yuriy,Plump,Senior Engineer,1988-09-08,1989-09-08
201708,Anneli,Perl,Assistant Engineer,1992-09-08,1993-09-08
51060,Youngkon,Rohrbach,Staff,1989-10-20,1990-10-20
434936,Sahrah,Rosis,Engineer,1994-06-24,1995-06-24
106958,Horward,Begiun,Senior Staff,1985-11-06,1986-11-06
291352,Danai,Trelles,Assistant Engineer,1992-04-17,1993-04-17
248351,Jaana,Milicia,Staff,1985-06-02,1986-06-02
496978,Danco,Debuse,Senior Staff,1993-09-10,1994-09-10
450817,DAIDA,Frolund,Senior Staff,1987-07-17,1988-07-16
232697,Barry,Ramsak,Technique Leader,1990-09-07,1991-09-07
213140,Tru,Danecki,Staff,1997-03-31,1998-03-31
464526,Berna,Comellas,Staff,1995-09-07,1996-09-06
262154,Wonhee,Vrecion,Senior Engineer,1986-03-14,1987-03-14
14158,Caolyn,Setiz,Engineer,1990-02-06,1991-02-06
408447,Mayuri,Werthner,Senior Engineer,1990-08-19,1991-08-19
482905,Aral,Hebden,Senior Staff,1991-09-10,1992-09-09
455415,Weiye,Krohm,Senior Staff,1990-10-29,1991-10-29
74668,Masako,Bonifati,Assistant Engineer,1987-04-09,1988-04-08
420877,Khosrow,Erez,Senior Staff,1990-02-11,1991-02-11
82928,Alselm,Rikino,Staff,1990-11-16,1991-11-16
27150,Chenyi,Plump,Assistant Engineer,1992-06-23,1993-06-23
89941,Arnould,Weedman,Staff,1989-07-28,1990-07-28
413729,Harjit,Ernst,Technique Leader,1992-04-26,1993-04-26
448769,Mong,Dichev,Engineer,1997-10-11,1998-10-11
59329,Zissis,Bazzichi,Senior Staff,1987-02-07,1988-02-07
400358,Angus,Jullig,Technique Leader,1989-04-13,1990-04-13
220582,Poornachandra,Zielinski,Technique Leader,1996-02-13,1997-02-12
18810,Taiji,Jarecki,Technique Leader,1991-06-27,1992-06-26
276184,Mari,Swick,Senior Engineer,1991-04-08,1992-04-07
11432,Yongmao,Zwicker,Senior Staff,1987-10-19,1988-10-18
282000,Hideo,Ratnakar,Engineer,1985-06-13,1986-06-13
277777,Herbert,Itzigehl,Staff,1990-07-04,1991-07-04
95692,Abdulah,Hofstetter,Senior Staff,1999-11-24,2000-07-24
409805,Frazer,Candan,Technique Leader,1999-03-05,2000-03-04
263439,Atreye,Kabayashi,Assistant Engineer,1986-12-15,1987-12-15
56847,Menkae,Chinin,Senior Engineer,1989-08-19,1990-08-19
75888,Marsal,Otillio,Senior Staff,1994-01-23,1995-01-23
28988,Tua,Giveon,Technique Leader,1998-09-09,1999-09-09
239706,Arunas,Bugrara,Staff,1997-04-03,1998-04-03
457070,Gay,Plavsic,Assistant Engineer,1987-08-06,1988-08-05
451272,Jacopo,Krohm,Technique Leader,1991-04-24,1992-04-23
230287,Renny,Alameldin,Staff,1997-09-28,1998-09-28
26503,Shietung,Billingsley,Senior Engineer,1998-11-07,1998-12-02
217551,Panayotis,Lukaszewicz,Senior Staff,1989-06-06,1990-06-06
262752,Pramod,Bierman,Senior Staff,1997-12-12,1998-12-12
97018,Jeanna,Chinen,Senior Engineer,1989-01-01,1990-01-01
91333,Lobel,Stafford,Technique Leader,1998-11-29,1999-11-29
61377,Dannz,Ohori,Engineer,1988-01-18,1989-01-17
493031,Hironoby,Jakobus,Engineer,1991-07-30,1992-07-29
412757,Leen,Peak,Staff,1999-11-20,2000-11-19
11157,Mario,Cochrane,Engineer,1985-03-30,1986-03-30
468763,Sachin,Zlotek,Assistant Engineer,1985-03-11,1986-03-11
428219,Ghassan,Androutsos,Assistant Engineer,1987-12-26,1988-12-25
106958,Horward,Begiun,Assistant Engineer,1985-11-06,1986-11-06
286026,Utpal,Zaumen,Senior Staff,1991-02-25,1992-02-25
26617,Berto,Bruckman,Senior Engineer,1991-11-23,1992-11-22
240870,Francesca,Chorvat,Staff,1985-03-03,1986-03-03
95181,Yishai,Cappelli,Technique Leader,1997-01-30,1998-01-30
80203,Shakhar,Baik,Senior Staff,1993-12-01,1994-12-01
457305,Sorina,Lakshmanan,Engineer,1994-09-03,1995-09-03
447191,Dmitri,Rousseau,Senior Engineer,1995-06-19,1996-06-18
413666,Remco,Duclos,Engineer,1988-04-18,1989-04-18
293329,Fumiya,Griswold,Senior Engineer,1986-06-12,1987-06-12
294791,Vesna,Lammel,Senior Staff,1999-10-08,2000-10-07
481050,Weiru,Burnard,Technique Leader,1990-10-15,1991-10-15
289909,Hilari,Vecchio,Assistant Engineer,1993-04-24,1994-04-24
241254,Jagoda,Anguita,Senior Staff,1993-05-11,1994-05-11
216062,Shuichi,Anick,Senior Staff,1985-11-24,1986-11-24
236827,Almudena,Rijckaert,Senior Engineer,1994-02-16,1995-02-16
59966,Steen,Salvesen,Senior Engineer,1993-02-03,1994-02-03
258363,Tayeb,Veevers,Assistant Engineer,1986-10-10,1987-10-10
258124,Mariusz,Zolotykh,Senior Engineer,1990-07-28,1991-07-28
282343,Xinglin,Haldar,Engineer,1988-07-20,1989-07-20
496978,Danco,Debuse,Technique Leader,1993-09-10,1994-09-10
262636,Tamiya,Reutenauer,Technique Leader,1985-06-02,1986-06-02
266206,Zsolt,Anily,Technique Leader,1985-08-19,1986-08-19
33606,Clyde,Swift,Technique Leader,1994-11-14,1995-11-14
231671,Chandrasekaran,Pearson,Senior Engineer,1995-04-14,1996-04-13
64487,Tsutomu,Rebaine,Staff,1986-09-17,1987-09-17
416383,Nectarios,Itschner,Senior Engineer,1990-03-02,1991-03-02
13957,Angus,Chelton,Senior Engineer,1986-04-18,1987-02-02
488707,Mihalis,Remmers,Senior Staff,1990-03-01,1991-03-01
241917,Wuxu,Poupard,Engineer,1994-02-15,1995-02-15
204425,Gretta,Huttel,Senior Staff,1990-10-08,1991-10-08
30035,Tetsushi,Conta,Engineer,1995-07-04,1996-07-03
435357,Jaques,Standera,Engineer,1997-10-02,1998-03-11
244711,Rosli,Butner,Senior Engineer,1991-03-20,1992-03-19
85216,Ferdinand,Rosiles,Staff,1997-07-08,1998-07-08
224390,True,Shobatake,Technique Leader,1996-05-17,1997-05-17
280836,Ipke,Farrar,Engineer,1991-03-04,1992-03-03
52590,Jouni,Munoz,Technique Leader,1995-11-26,1996-11-25
93278,Magdalena,Penn,Senior Staff,1997-01-04,1998-01-04
262210,Chinho,Bottner,Senior Engineer,1985-07-29,1986-07-29
271118,Somnath,Nitsche,Assistant Engineer,1987-08-15,1988-08-14
109953,Godehard,Chorvat,Engineer,1988-04-10,1989-04-10
207551,Baziley,Falck,Staff,1995-02-18,1996-02-18
415187,Juyoung,Peltason,Engineer,1998-09-01,1999-09-01
410804,Ronnie,Denos,Assistant Engineer,1992-06-08,1993-06-08
448994,Haldun,Syang,Senior Engineer,1997-02-11,1998-02-11
488142,Denis,Narlikar,Engineer,1991-07-01,1992-06-30
496100,Pranjal,Reinhard,Senior Staff,1995-05-08,1996-05-07
262328,Mayuko,Vural,Staff,1997-12-24,1998-12-24
31514,Harngdar,Schapire,Engineer,1996-11-09,1997-11-09
46328,Wuxu,Trogemann,Staff,1997-01-27,1998-01-27
27331,Wanqing,Krohm,Engineer,1991-01-22,1992-01-22
416720,Tokuyasu,Xiaoshan,Engineer,1991-09-19,1992-09-18
67934,Aiman,Gargeya,Staff,1985-03-07,1986-03-07
217387,Jianhao,Molenaar,Assistant Engineer,1987-10-22,1988-10-21
281570,Zijian,Covnot,Senior Engineer,1994-09-13,1995-09-13
477969,Bluma,Mundy,Senior Staff,1991-10-18,1992-10-17
50311,Mooi,Stafford,Senior Engineer,1996-10-06,1997-10-06
39268,Constantijn,Awdeh,Staff,1987-10-20,1988-10-19
421033,Garnik,Randt,Senior Engineer,1989-12-23,1990-12-23
414714,Chinho,Delgrande,Engineer,1996-11-07,1997-11-07
12643,Morrie,Schurmann,Engineer,1998-12-31,1999-12-31
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,1997-06-23
89161,Conal,Yetto,Assistant Engineer,1991-01-12,1992-01-12
241254,Jagoda,Anguita,Technique Leader,1993-05-11,1994-05-11
220625,Shigenori,Deville,Senior Staff,1992-12-24,1993-12-24
450371,Eldridge,Pargaonkar,Technique Leader,1992-08-03,1993-08-03
85874,Pasqua,Taubman,Assistant Engineer,1986-06-23,1987-06-23
245664,Manohar,Kilgore,Senior Staff,1998-11-17,1999-11-17
262208,Mrinalini,Holburn,Assistant Engineer,1987-04-20,1988-04-19
70469,Tru,Miyakawa,Engineer,1990-09-03,1991-09-03
48947,Filipp,Akaboshi,Senior Staff,1992-05-20,1993-05-20
96100,Pranay,Rebaine,Senior Staff,1998-02-01,1999-02-01
218022,Mokhtar,Poupard,Assistant Engineer,1992-02-02,1993-02-01
278452,Sudhanshu,Toyoshima,Engineer,1987-08-29,1988-08-28
440997,Manton,Schapiro,Senior Engineer,1991-03-26,1992-03-25
44962,Sariel,Wynblatt,Staff,1996-05-18,1997-05-18
239664,Sugwoo,Michaels,Engineer,1992-08-02,1993-08-02
91415,Jamaludin,Nilsson,Assistant Engineer,1987-01-15,1988-01-15
59195,Ronnie,Pollock,Technique Leader,1990-06-19,1991-06-19
435791,Hercules,Speer,Senior Staff,1994-03-07,1995-03-07
84236,Eberhardt,Barriga,Engineer,1987-06-04,1988-06-03
80948,Harjit,Bardell,Senior Engineer,1991-05-24,1992-05-23
72232,Naraig,Veldwijk,Assistant Engineer,1989-07-10,1990-07-10
242611,Frazer,Flanders,Technique Leader,1995-08-25,1996-08-24
103172,Doowon,Highland,Technique Leader,1988-03-08,1989-03-08
254399,Armond,Lores,Senior Staff,1999-09-16,2000-09-15
273274,Yolla,Kobara,Assistant Engineer,1995-12-29,1996-12-28
81619,Gen,Aloisi,Engineer,1985-03-12,1986-03-12
83941,Zsolt,Hagimont,Technique Leader,1996-10-08,1997-10-08
245164,Filipp,Winter,Technique Leader,1996-10-24,1997-10-24
491596,Charmane,Pargas,Engineer,1988-07-29,1989-07-29
249504,Dmitry,Velardi,Staff,1994-03-01,1995-03-01
473490,Pantung,Reeker,Staff,1992-05-11,1993-05-11
278953,Jeanna,Ghandeharizadeh,Senior Staff,1990-08-11,1991-08-11
414027,Tadanori,Msuda,Senior Staff,1988-11-06,1989-11-06
453644,Berni,Takkinen,Senior Engineer,1992-06-08,1993-06-08
403644,Krisda,Hainaut,Engineer,1995-07-08,1996-07-07
60091,Surveyors,Bade,Assistant Engineer,1990-04-11,1991-04-11
15050,Nikolaos,Kruskal,Staff,1990-12-17,1991-12-17
256216,Halsur,Brodal,Senior Staff,1997-11-22,1998-11-22
24080,Jaana,Perez,Senior Staff,1996-03-11,1997-03-11
476122,Khun,Spieker,Technique Leader,1995-05-07,1996-05-06
222311,Miyeon,Billingsley,Senior Staff,1992-12-05,1993-12-05
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,1993-02-01
270084,Ulises,Frolund,Assistant Engineer,1986-07-26,1987-07-26
224135,Annemarie,Bressoud,Senior Staff,1998-06-23,1999-06-23
428219,Ghassan,Androutsos,Engineer,1987-12-26,1988-12-25
453688,Chinya,Leslie,Technique Leader,1995-10-28,1996-10-27
53924,Arnould,Gaughan,Technique Leader,1991-01-23,1992-01-23
75703,Kyoichi,Erman,Staff,1996-07-25,1997-07-25
242314,Miyeon,Burnard,Senior Staff,1985-02-07,1985-12-13
236827,Almudena,Rijckaert,Senior Staff,1994-02-16,1995-02-16
474763,Mayuko,Clouatre,Staff,1997-09-04,1998-09-04
498635,Florian,Pezzoli,Engineer,1988-07-22,1989-07-22
27970,KayLiang,Miyakawa,Senior Engineer,1995-11-22,1996-11-21
480035,Sukumar,Georg,Senior Engineer,1990-03-27,1991-03-27
233759,Zissis,Lodder,Technique Leader,1999-09-25,2000-09-24
39952,Otmar,Sudbeck,Staff,1998-07-22,1999-07-22
10122,Ohad,Esposito,Senior Staff,1998-08-06,1999-08-06
214184,Sivanarayana,Ranka,Staff,1999-10-25,2000-10-24
413554,Elvia,Schwartzburd,Staff,1991-10-16,1992-10-15
437870,Kerhong,Lorho,Staff,1995-06-18,1996-06-17
69936,Lalit,Unni,Senior Engineer,1998-12-06,1999-12-06
469366,Aiman,Wilfing,Engineer,1990-12-30,1991-12-30
465874,Herb,Picht,Engineer,1985-05-31,1986-05-31
90366,Magy,Eiron,Engineer,1998-08-03,1999-08-03
17731,Gennady,Roison,Technique Leader,1989-12-06,1990-12-06
252185,Chaosheng,Conta,Staff,1997-04-14,1998-04-14
296687,Palash,Spieker,Engineer,1991-05-11,1992-05-10
31188,Leandro,Gist,Staff,1993-02-03,1994-02-03
445226,Oscar,Baumann,Engineer,1987-01-22,1988-01-22
83714,Ohad,Kilgore,Staff,1990-07-01,1991-07-01
38550,JoAnne,Baez,Technique Leader,1987-02-16,1988-02-16
458790,Ramya,Azadmanesh,Senior Staff,1988-11-19,1989-11-19
235269,Keiichiro,Feldmann,Senior Engineer,1997-12-20,1998-12-20
230579,Shahar,Negoita,Senior Staff,1994-03-19,1995-03-19
295030,Fun,Keirsey,Staff,1985-07-09,1986-07-09
24080,Jaana,Perez,Assistant Engineer,1996-03-11,1997-03-11
408447,Mayuri,Werthner,Technique Leader,1990-08-19,1991-08-19
38103,Masasuke,Babu,Senior Engineer,1988-03-31,1989-03-31
486808,Geoffrey,Siochi,Staff,1998-12-27,1999-12-27
427332,Feiyu,Hemaspaandra,Technique Leader,1995-06-04,1996-06-03
36844,Hailing,Levergood,Engineer,2000-01-12,2001-01-11
292374,Shridhar,Chvatal,Engineer,1989-10-02,1990-10-02
238252,Uno,Suppi,Technique Leader,1996-12-27,1997-12-27
12643,Morrie,Schurmann,Staff,1998-12-31,1999-12-31
251680,Moty,Sommen,Assistant Engineer,1990-08-14,1991-08-14
489928,Satoru,Janetzko,Staff,1997-07-26,1998-07-26
409898,Divier,Ishibashi,Staff,1989-09-22,1990-09-22
28193,Xinglin,Mitsuhashi,Staff,1988-12-14,1989-12-14
467269,Nahum,Lambe,Senior Engineer,1989-08-31,1990-08-31
437276,Dines,DeMori,Senior Engineer,1987-12-07,1988-12-06
56428,Olivera,Hanabata,Staff,1986-11-10,1987-11-10
469527,Halsur,Ibel,Technique Leader,1998-03-05,1999-03-05
205863,Aiichiro,Kusalik,Assistant Engineer,1990-10-04,1991-10-04
55670,Ulf,Ranft,Technique Leader,1990-03-25,1991-03-25
432261,Arve,Bergere,Engineer,1987-07-28,1988-07-27
105936,Vidar,Thibadeau,Technique Leader,1995-03-02,1996-03-01
423993,Seshu,Kolvik,Assistant Engineer,1988-12-09,1989-12-09
89090,Tetsushi,Theuretzbacher,Technique Leader,1990-02-01,1991-02-01
481467,Margareta,Polajnar,Senior Engineer,1989-02-24,1990-02-24
480066,Suebskul,Menhardt,Technique Leader,1994-07-26,1995-07-26
290478,Tsvetan,Sherertz,Senior Staff,1989-08-07,1990-08-07
493096,Sachem,Msuda,Staff,1995-04-07,1996-04-05
200363,Kirk,Quaggetto,Senior Staff,1987-06-30,1988-06-29
266881,Mokhtar,Sabnani,Staff,1990-08-28,1991-08-28
478007,Fumino,Narahara,Staff,1991-09-21,1992-09-20
203474,Hugh,Jonsson,Staff,1991-07-06,1992-07-05
435305,Berthier,Pramanik,Engineer,1993-01-23,1994-01-23
400683,Kamakshi,Manders,Assistant Engineer,1995-08-05,1996-08-04
